Game;Team;Player;#;Nation;Pos;Age;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Att;Succ
Atlético Madrid vs. Feyenoord;Feyenoord;Igor Paixão;14;br BRA;LW;23-098;90;0;0;0;0;4;1;0;0;40;0;0;0;0.1;0.1;0.4;2;0;20;32;62.5;3;26;1;3;3
Atlético Madrid vs. Feyenoord;Feyenoord;Calvin Stengs;10;nl NED;RW;24-290;90;0;0;0;0;1;1;1;0;62;2;0;0;0.3;0.3;0.7;7;0;41;54;75.9;10;36;3;2;2
Atlético Madrid vs. Feyenoord;Feyenoord;Quinten Timber;8;nl NED;LM;22-109;90;0;0;0;0;1;0;0;0;37;1;1;1;0.1;0.1;0.5;2;0;20;27;74.1;7;18;1;1;1
Atlético Madrid vs. Feyenoord;Feyenoord;Ramiz Zerrouki;6;dz ALG;CM;25-131;77;0;0;0;0;1;0;0;0;56;1;3;0;0.0;0.0;0.1;4;0;35;44;79.5;4;31;2;3;2
Atlético Madrid vs. Feyenoord;Feyenoord;Alireza Jahanbakhsh;7;ir IRN;CM;30-054;13;0;0;0;0;0;0;0;0;14;1;0;0;0.0;0.0;0.0;0;0;7;11;63.6;1;11;0;1;1
Atlético Madrid vs. Feyenoord;Feyenoord;Mats Wieffer;20;nl NED;RM;23-322;73;0;0;0;0;0;0;0;0;38;0;2;1;0.0;0.0;0.0;1;0;25;33;75.8;3;19;1;1;1
Atlético Madrid vs. Feyenoord;Feyenoord;Ondřej Lingr;32;cz CZE;RM;24-362;17;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;0;0;4;5;80.0;0;7;0;1;0
Atlético Madrid vs. Feyenoord;Feyenoord;Quilindschy Hartman;5;nl NED;LB;21-324;90;0;0;0;0;1;0;0;0;84;5;2;2;0.0;0.0;0.1;6;0;55;71;77.5;6;47;2;2;1
Atlético Madrid vs. Feyenoord;Feyenoord;Dávid Hancko;33;sk SVK;CB;25-295;90;1;0;0;0;2;2;0;0;99;0;1;1;1.0;1.0;0.0;1;1;83;90;92.2;3;72;2;0;0
Atlético Madrid vs. Feyenoord;Feyenoord;Gernot Trauner;18;at AUT;CB;31-193;73;0;0;0;0;2;0;0;0;65;1;2;2;0.2;0.2;0.0;2;0;53;56;94.6;3;43;0;0;0
Atlético Madrid vs. Feyenoord;Feyenoord;Bart Nieuwkoop;2;nl NED;CB;27-211;17;0;0;0;0;0;0;0;0;19;2;0;0;0.0;0.0;0.0;0;0;11;15;73.3;2;9;2;0;0
Atlético Madrid vs. Feyenoord;Feyenoord;Lutsharel Geertruida;4;nl NED;RB;23-078;90;0;0;0;0;0;0;0;0;87;1;0;0;0.0;0.0;0.0;0;0;73;84;86.9;8;66;3;1;1
Atlético Madrid vs. Feyenoord;Feyenoord;Timon Wellenreuther;22;de GER;GK;27-305;90;0;0;0;0;0;0;0;0;27;0;0;0;0.0;0.0;0.0;0;0;24;27;88.9;0;16;0;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Luuk de Jong;9;nl NED;FW;33-037;90;1;0;1;1;7;1;1;0;37;0;0;1;1.5;0.7;0.1;3;1;12;24;50.0;2;15;1;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Noa Lang;7;nl NED;LW,WB;24-108;90;0;0;0;0;6;3;0;0;70;2;0;1;0.4;0.4;0.4;9;0;33;44;75.0;7;49;16;17;10
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Johan Bakayoko;11;be BEL;RW;20-166;70;0;0;0;0;5;1;0;0;41;2;1;0;0.2;0.2;0.3;8;0;27;32;84.4;2;27;7;4;3
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Hirving Lozano;27;mx MEX;WB,RW;28-065;20;0;0;0;0;0;0;1;0;8;0;0;0;0.0;0.0;0.1;1;0;5;6;83.3;1;3;0;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Joey Veerman;23;nl NED;LM;24-318;70;0;0;0;0;2;1;1;0;72;2;3;0;0.1;0.1;0.2;4;0;44;62;71.0;11;39;2;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Ismael Saibari;34;ma MAR;CM,LM;22-248;20;0;0;0;0;1;0;0;0;13;0;0;0;0.0;0.0;0.0;1;0;9;12;75.0;1;8;0;1;1
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Jerdy Schouten;22;nl NED;CM;26-264;90;0;0;0;0;0;0;0;0;61;1;0;0;0.0;0.0;0.1;6;0;49;54;90.7;4;26;0;2;1
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Malik Tillman;10;us USA;RM,CM;21-128;90;0;0;0;0;2;0;0;0;54;1;1;1;0.3;0.3;0.1;4;1;27;38;71.1;5;35;4;1;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Sergiño Dest;8;us USA;LB,CB;22-334;90;0;0;0;0;0;0;0;0;56;3;1;0;0.0;0.0;0.0;2;0;42;47;89.4;6;24;1;2;1
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Olivier Boscagli;18;fr FRA;CB;25-319;81;0;0;0;0;0;0;0;0;70;3;1;1;0.0;0.0;0.1;2;0;50;62;80.6;4;42;2;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Ricardo Pepi;14;us USA;FW;20-267;9;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;2;1;3;3;100.0;0;1;0;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;André Ramalho;5;br BRA;CB;31-229;81;0;0;0;0;1;0;0;0;62;1;1;0;0.0;0.0;0.0;1;0;48;55;87.3;1;33;0;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Armel Bella Kotchap;6;de GER;CB;21-296;9;0;0;0;0;0;0;0;0;4;0;0;1;0.0;0.0;0.0;0;0;1;2;50.0;0;1;0;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Jordan Teze;3;nl NED;RB,CB;24-003;90;1;0;0;0;1;1;0;0;65;3;2;0;0.1;0.1;0.2;6;0;51;60;85.0;12;37;1;0;0
PSV Eindhoven vs. Sevilla;PSV Eindhoven;Walter Benítez;1;ar ARG;GK;30-257;90;0;0;0;0;0;0;0;0;21;0;0;0;0.0;0.0;0.0;0;0;15;21;71.4;0;11;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Youssef En-Nesyri;15;ma MAR;FW;26-124;90;1;0;0;0;4;1;0;0;19;0;1;1;0.9;0.9;0.0;0;0;4;7;57.1;1;14;1;2;1
PSV Eindhoven vs. Sevilla;Sevilla;Dodi Lukebakio;11;be BEL;LW,RW;26-009;90;0;0;0;0;2;0;0;0;35;0;1;1;0.1;0.1;0.1;5;1;14;19;73.7;2;24;3;5;2
PSV Eindhoven vs. Sevilla;Sevilla;Lucas Ocampos;5;ar ARG;RW;29-084;85;0;0;0;0;1;0;0;0;37;2;2;0;0.0;0.0;0.0;1;0;11;24;45.8;3;24;1;5;1
PSV Eindhoven vs. Sevilla;Sevilla;Loïc Bade;22;fr FRA;CB;23-175;5;0;0;0;0;0;0;1;0;2;0;0;1;0.0;0.0;0.0;0;0;1;1;100.0;0;0;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Suso;7;es ESP;AM;29-318;65;0;0;0;0;2;0;0;0;22;1;0;0;0.1;0.1;0.0;2;0;13;15;86.7;0;16;4;1;1
PSV Eindhoven vs. Sevilla;Sevilla;Óliver Torres;21;es ESP;AM,LW;28-327;25;0;0;0;0;0;0;0;0;14;0;0;0;0.0;0.0;0.0;0;0;8;14;57.1;2;9;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Ivan Rakitić;10;hr CRO;DM,AM;35-207;90;0;0;0;0;0;0;0;0;46;2;1;2;0.0;0.0;0.6;3;0;26;37;70.3;3;23;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Fernando;20;br BRA;DM;36-070;65;0;0;0;0;0;0;0;0;26;3;1;4;0.0;0.0;0.0;1;0;13;16;81.3;3;13;0;2;2
PSV Eindhoven vs. Sevilla;Sevilla;Djibril Sow;18;ch SUI;DM;26-239;25;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;0;0;3;5;60.0;0;2;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Adrià Pedrosa;3;es ESP;LB;25-143;72;0;0;0;0;0;0;0;0;40;2;0;1;0.0;0.0;0.0;0;0;18;31;58.1;2;22;1;1;0
PSV Eindhoven vs. Sevilla;Sevilla;Marcos Acuña;19;ar ARG;LB;31-340;18;0;0;0;0;0;0;0;0;11;0;0;0;0.0;0.0;0.0;0;0;6;9;66.7;0;3;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Sergio Ramos;4;es ESP;CB;37-187;90;0;1;0;0;0;0;0;0;51;0;0;3;0.0;0.0;0.2;2;1;23;35;65.7;2;19;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Nemanja Gudelj;6;rs SRB;CB,DM;31-321;90;1;0;0;0;1;1;0;0;32;2;0;0;0.2;0.2;0.0;1;0;18;22;81.8;2;12;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Jesús Navas;16;es ESP;RB;37-316;72;0;0;0;0;0;0;1;0;49;4;0;0;0.0;0.0;0.0;1;1;23;32;71.9;4;20;0;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Juanlu Sánchez;26;es ESP;RB;20-049;18;0;1;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.3;1;1;7;9;77.8;0;4;1;0;0
PSV Eindhoven vs. Sevilla;Sevilla;Ørjan Nyland;13;no NOR;GK;33-023;90;0;0;0;0;0;0;0;0;36;0;0;0;0.0;0.0;0.0;0;0;20;32;62.5;0;22;0;0;0
Internazionale vs. Benfica;Inter;Marcus Thuram;9;fr FRA;FW;26-058;72;1;0;0;0;2;1;0;0;26;0;0;0;0.6;0.6;0.4;5;0;8;15;53.3;3;14;3;6;3
Internazionale vs. Benfica;Inter;Alexis Sánchez;70;cl CHI;FW;34-288;18;0;0;0;0;0;0;0;0;13;0;1;0;0.0;0.0;0.1;1;0;7;11;63.6;1;6;1;1;0
Internazionale vs. Benfica;Inter;Lautaro Martínez;10;ar ARG;FW;26-042;90;0;0;0;0;10;3;1;0;43;2;0;1;2.0;2.0;0.0;3;0;12;15;80.0;5;26;4;6;3
Internazionale vs. Benfica;Inter;Henrikh Mkhitaryan;22;am ARM;CM;34-255;90;0;0;0;0;1;0;0;0;53;2;1;0;0.1;0.1;0.3;4;0;34;43;79.1;6;22;3;3;3
Internazionale vs. Benfica;Inter;Hakan Çalhanoğlu;20;tr TUR;CM;29-237;83;0;0;0;0;1;1;0;0;68;2;1;2;0.1;0.1;0.5;4;0;52;60;86.7;9;23;1;0;0
Internazionale vs. Benfica;Inter;Kristjan Asllani;21;al ALB;CM;21-208;7;0;0;0;0;0;0;1;0;7;0;0;0;0.0;0.0;0.0;0;0;4;6;66.7;0;4;0;2;1
Internazionale vs. Benfica;Inter;Nicolò Barella;23;it ITA;CM;26-238;89;0;0;0;0;2;2;1;0;64;6;2;1;0.3;0.3;1.0;8;1;42;50;84.0;9;23;3;2;1
Internazionale vs. Benfica;Inter;Davy Klaassen;14;nl NED;CM;30-224;1;0;0;0;0;0;0;0;0;4;1;0;0;0.0;0.0;0.0;1;0;1;3;33.3;0;1;0;0;0
Internazionale vs. Benfica;Inter;Federico Dimarco;32;it ITA;WB;25-327;83;0;0;0;0;2;0;0;0;70;0;1;1;0.1;0.1;0.0;1;0;41;63;65.1;5;36;9;1;0
Internazionale vs. Benfica;Inter;Carlos;30;br BRA;WB;24-269;7;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;1;0;4;5;80.0;0;4;0;0;0
Internazionale vs. Benfica;Inter;Denzel Dumfries;2;nl NED;WB;27-168;72;0;1;0;0;3;0;1;0;31;1;0;0;0.6;0.6;0.5;1;1;12;20;60.0;0;10;2;2;0
Internazionale vs. Benfica;Inter;Matteo Darmian;36;it ITA;WB;33-305;18;0;0;0;0;0;0;0;0;17;1;0;0;0.0;0.0;0.0;0;0;10;13;76.9;3;3;0;1;0
Internazionale vs. Benfica;Inter;Alessandro Bastoni;95;it ITA;CB;24-173;90;0;0;0;0;0;0;0;0;78;0;1;1;0.0;0.0;0.1;5;0;59;71;83.1;10;39;2;2;1
Internazionale vs. Benfica;Inter;Francesco Acerbi;15;it ITA;CB;35-235;90;0;0;0;0;0;0;0;0;64;0;0;0;0.0;0.0;0.0;0;0;46;59;78.0;2;22;0;1;1
Internazionale vs. Benfica;Inter;Benjamin Pavard;28;fr FRA;CB;27-189;90;0;0;0;0;0;0;0;0;73;1;2;2;0.0;0.0;0.0;1;0;53;64;82.8;2;33;2;0;0
Internazionale vs. Benfica;Inter;Yann Sommer;1;ch SUI;GK;34-290;90;0;0;0;0;0;0;0;0;33;0;0;0;0.0;0.0;0.0;0;0;26;30;86.7;0;14;0;0;0
Internazionale vs. Benfica;Benfica;David Neres;7;br BRA;FW;26-214;90;0;0;0;0;0;0;0;0;40;0;1;2;0.0;0.0;0.0;2;0;26;30;86.7;3;29;5;1;0
Internazionale vs. Benfica;Benfica;Fredrik Aursnes;8;no NOR;LW;27-297;90;0;0;0;0;1;1;0;0;56;1;0;0;0.0;0.0;0.2;3;0;30;44;68.2;1;36;1;1;1
Internazionale vs. Benfica;Benfica;Ángel Di María;11;ar ARG;RW;35-231;79;0;0;0;0;1;0;0;0;39;0;1;3;0.0;0.0;0.0;1;0;23;31;74.2;3;33;3;1;0
Internazionale vs. Benfica;Benfica;David Jurásek;13;cz CZE;RW;23-057;11;0;0;0;0;0;0;0;0;19;1;0;0;0.0;0.0;0.0;1;0;12;16;75.0;2;8;0;1;0
Internazionale vs. Benfica;Benfica;Rafa Silva;27;pt POR;AM;30-139;68;0;0;0;0;0;0;0;0;31;0;0;0;0.0;0.0;0.0;1;0;23;27;85.2;4;22;2;1;0
Internazionale vs. Benfica;Benfica;Chiquinho;22;pt POR;AM;28-076;22;0;0;0;0;1;0;0;0;26;0;0;0;0.0;0.0;0.0;0;0;16;21;76.2;2;18;0;0;0
Internazionale vs. Benfica;Benfica;Orkun Kökçü;10;tr TUR;DM;22-278;68;0;0;0;0;0;0;0;0;52;0;0;2;0.0;0.0;0.0;0;0;38;47;80.9;4;34;1;1;0
Internazionale vs. Benfica;Benfica;Petar Musa;33;hr CRO;DM;25-213;22;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;1;0;3;5;60.0;0;3;0;1;1
Internazionale vs. Benfica;Benfica;João Neves;87;pt POR;DM;19-006;90;0;0;0;0;1;1;0;0;85;2;1;0;0.1;0.1;0.0;0;0;60;73;82.2;2;54;0;0;0
Internazionale vs. Benfica;Benfica;Juan Bernat;14;es ESP;LB;30-216;79;0;0;0;0;1;1;0;0;66;3;1;1;0.1;0.1;0.0;0;0;56;58;96.6;1;43;1;1;1
Internazionale vs. Benfica;Benfica;Arthur;9;br BRA;LB;25-161;11;0;0;0;0;1;0;0;0;7;0;0;0;0.0;0.0;0.0;0;0;4;5;80.0;0;6;0;0;0
Internazionale vs. Benfica;Benfica;Morato;5;br BRA;CB;22-095;90;0;0;0;0;0;0;0;0;97;6;0;3;0.0;0.0;0.0;0;0;61;75;81.3;0;48;0;0;0
Internazionale vs. Benfica;Benfica;Nicolás Otamendi;30;ar ARG;CB;35-233;90;0;0;0;0;0;0;0;0;87;3;3;2;0.0;0.0;0.0;0;0;52;65;80.0;5;46;0;0;0
Internazionale vs. Benfica;Benfica;Alexander Bah;6;dk DEN;RB;25-298;21;0;0;0;0;0;0;0;0;20;0;2;0;0.0;0.0;0.0;1;0;13;18;72.2;1;11;0;0;0
Internazionale vs. Benfica;Benfica;Tomás Araújo;44;pt POR;RB;21-140;69;0;0;0;0;0;0;0;0;50;2;2;2;0.0;0.0;0.0;1;0;28;42;66.7;4;23;1;2;2
Internazionale vs. Benfica;Benfica;Anatolii Trubin;1;ua UKR;GK;22-063;90;0;0;0;0;0;0;0;0;40;0;0;0;0.0;0.0;0.0;0;0;32;35;91.4;0;16;0;0;0
Lazio vs. Atlético Madrid;Lazio;Ciro Immobile;17;it ITA;FW;33-211;90;0;0;0;0;2;1;1;0;26;1;1;1;0.3;0.3;0.0;2;0;11;17;64.7;0;11;1;0;0
Lazio vs. Atlético Madrid;Lazio;Mattia Zaccagni;20;it ITA;LW;28-095;75;0;0;0;0;2;2;0;0;55;0;1;2;0.0;0.0;0.0;4;0;34;40;85.0;3;33;2;6;1
Lazio vs. Atlético Madrid;Lazio;Pedro;9;es ESP;LW;36-053;15;0;0;0;0;1;0;0;0;17;0;0;0;0.0;0.0;0.0;1;0;14;16;87.5;0;10;1;0;0
Lazio vs. Atlético Madrid;Lazio;Felipe Anderson;7;br BRA;RW;30-157;61;0;0;0;0;0;0;0;0;32;3;1;1;0.0;0.0;0.2;2;0;16;19;84.2;3;17;0;2;0
Lazio vs. Atlético Madrid;Lazio;Gustav Isaksen;18;dk DEN;RW;22-153;29;0;0;0;0;0;0;0;0;20;0;0;0;0.0;0.0;0.0;0;0;14;19;73.7;0;15;1;2;2
Lazio vs. Atlético Madrid;Lazio;Luis Alberto;10;es ESP;LM;30-356;90;0;1;0;0;4;1;0;0;111;0;0;2;0.1;0.1;0.7;9;1;83;102;81.4;16;65;3;0;0
Lazio vs. Atlético Madrid;Lazio;Matías Vecino;5;uy URU;CM;32-026;75;0;0;0;0;2;0;0;0;56;2;0;0;0.0;0.0;0.0;2;0;45;50;90.0;2;35;2;0;0
Lazio vs. Atlético Madrid;Lazio;Danilo Cataldi;32;it ITA;CM;29-044;15;0;0;0;0;1;1;0;0;16;0;0;0;0.0;0.0;0.0;3;1;12;14;85.7;2;10;0;0;0
Lazio vs. Atlético Madrid;Lazio;Daichi Kamada;6;jp JPN;RM;27-045;61;0;0;0;0;2;1;0;0;36;1;0;0;0.1;0.1;0.0;1;0;23;30;76.7;2;21;0;1;0
Lazio vs. Atlético Madrid;Lazio;Mattéo Guendouzi;8;fr FRA;RM;24-158;29;0;0;0;0;0;0;0;0;28;1;0;0;0.0;0.0;0.0;0;0;20;22;90.9;6;19;1;3;2
Lazio vs. Atlético Madrid;Lazio;Luca Pellegrini;3;it ITA;LB;24-196;37;0;0;0;0;1;0;0;0;47;0;0;1;0.0;0.0;0.0;2;0;36;42;85.7;5;31;1;2;1
Lazio vs. Atlético Madrid;Lazio;Manuel Lazzari;29;it ITA;RB;29-294;53;0;0;0;0;0;0;0;0;45;0;0;2;0.0;0.0;0.0;0;0;33;40;82.5;7;26;4;3;2
Lazio vs. Atlético Madrid;Lazio;Alessio Romagnoli;13;it ITA;CB;28-250;90;0;0;0;0;1;0;0;0;72;2;0;2;0.2;0.2;0.0;1;0;61;63;96.8;3;41;0;0;0
Lazio vs. Atlético Madrid;Lazio;Patric;4;es ESP;CB;30-155;90;0;0;0;0;1;0;1;0;78;0;1;0;0.0;0.0;0.0;4;0;69;73;94.5;7;60;3;1;1
Lazio vs. Atlético Madrid;Lazio;Adam Marušić;77;me MNE;LB,RB;30-337;90;0;0;0;0;1;0;0;0;67;2;2;1;0.0;0.0;0.1;3;0;54;59;91.5;4;46;2;0;0
Lazio vs. Atlético Madrid;Lazio;Ivan Provedel;94;it ITA;GK;29-186;90;1;0;0;0;1;1;0;0;21;0;0;0;0.5;0.5;0.0;0;0;17;18;94.4;1;12;0;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;Álvaro Morata;19;es ESP;FW;30-331;90;0;0;0;0;2;1;0;0;30;0;0;0;0.1;0.1;0.1;3;0;19;21;90.5;3;22;2;2;0
Lazio vs. Atlético Madrid;Atlético Madrid;Antoine Griezmann;7;fr FRA;FW,CM;32-182;90;0;0;0;0;1;0;1;0;75;2;1;0;0.3;0.3;0.1;6;0;54;64;84.4;11;44;3;3;1
Lazio vs. Atlético Madrid;Atlético Madrid;Saúl Ñíguez;8;es ESP;CM;28-302;90;0;0;0;0;0;0;0;0;65;0;1;0;0.0;0.0;0.0;1;0;51;60;85.0;1;30;1;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;Pablo Barrios;24;es ESP;CM;20-096;45;1;0;0;0;1;1;0;0;33;1;0;1;0.0;0.0;0.0;0;0;27;29;93.1;1;26;0;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;José María Giménez;2;uy URU;CB;28-242;45;0;0;0;0;0;0;0;0;28;0;0;3;0.0;0.0;0.0;0;0;21;22;95.5;0;15;0;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;Marcos Llorente;14;es ESP;CM;28-232;90;0;0;0;0;1;0;0;0;60;1;0;2;0.1;0.1;0.6;3;0;43;51;84.3;6;37;3;2;2
Lazio vs. Atlético Madrid;Atlético Madrid;Samuel Lino;12;br BRA;LB;23-270;78;0;0;0;0;2;1;1;0;59;3;0;3;0.3;0.3;0.0;1;0;44;48;91.7;0;34;5;3;1
Lazio vs. Atlético Madrid;Atlético Madrid;Rodrigo Riquelme;25;es ESP;LB;23-170;12;0;0;0;0;1;0;0;0;10;0;0;0;0.0;0.0;0.0;0;0;9;9;100.0;0;6;3;2;2
Lazio vs. Atlético Madrid;Atlético Madrid;Mario Hermoso;22;es ESP;CB;28-093;90;0;0;0;0;0;0;0;0;97;0;0;1;0.0;0.0;0.0;0;0;84;93;90.3;5;61;0;1;1
Lazio vs. Atlético Madrid;Atlético Madrid;Axel Witsel;20;be BEL;CB,CM;34-250;74;0;0;0;0;1;1;0;0;57;1;1;2;0.0;0.0;0.0;0;0;46;48;95.8;1;39;0;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;Ángel Correa;10;ar ARG;FW;28-194;16;0;0;0;0;0;0;1;0;14;0;0;0;0.0;0.0;0.0;1;0;7;11;63.6;1;10;0;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;Stefan Savić;15;me MNE;CB;32-254;90;0;0;0;0;0;0;0;0;90;2;6;1;0.0;0.0;0.0;1;1;68;78;87.2;3;58;0;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;Nahuel Molina;16;ar ARG;RB;25-166;90;0;1;0;0;0;0;0;0;102;2;0;1;0.0;0.0;0.0;2;1;68;88;77.3;3;56;0;0;0
Lazio vs. Atlético Madrid;Atlético Madrid;Jan Oblak;13;si SVN;GK;30-255;90;0;0;0;0;0;0;0;0;35;0;0;0;0.0;0.0;0.0;0;0;23;31;74.2;0;19;0;0;0
Manchester United vs. Galatasaray;Manchester Utd;Rasmus Højlund;11;dk DEN;FW;20-241;90;2;0;0;0;2;2;0;0;23;0;1;1;0.9;0.9;0.3;4;0;11;16;68.8;0;16;3;3;3
Manchester United vs. Galatasaray;Manchester Utd;Marcus Rashford;10;eng ENG;LW;25-337;67;0;1;0;0;0;0;0;0;35;0;0;1;0.0;0.0;0.6;2;1;16;29;55.2;3;25;5;3;2
Manchester United vs. Galatasaray;Manchester Utd;Alejandro Garnacho;17;ar ARG;LW;19-094;23;0;0;0;0;1;0;0;0;14;0;0;0;0.2;0.2;0.0;1;0;9;12;75.0;0;10;1;1;1
Manchester United vs. Galatasaray;Manchester Utd;Bruno Fernandes;8;pt POR;RW,RM;29-025;90;0;0;0;0;5;1;0;0;73;1;0;2;0.4;0.4;0.2;3;0;35;54;64.8;7;37;1;7;4
Manchester United vs. Galatasaray;Manchester Utd;Mason Mount;7;eng ENG;LM;24-266;84;0;0;0;0;4;1;0;0;46;1;1;0;0.5;0.5;0.0;2;0;30;36;83.3;3;28;3;0;0
Manchester United vs. Galatasaray;Manchester Utd;Antony;21;br BRA;RW;23-221;6;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;0;0;3;3;100.0;0;5;0;3;1
Manchester United vs. Galatasaray;Manchester Utd;Casemiro;18;br BRA;CM;31-222;76;0;0;0;0;3;0;2;1;71;2;1;2;0.2;0.2;0.0;2;1;41;56;73.2;7;41;1;2;1
Manchester United vs. Galatasaray;Manchester Utd;Hannibal Mejbri;46;tn TUN;RM;20-255;45;0;0;0;0;0;0;0;0;29;1;0;0;0.0;0.0;0.0;1;0;15;21;71.4;3;18;0;3;1
Manchester United vs. Galatasaray;Manchester Utd;Christian Eriksen;14;dk DEN;RM,LM;31-231;45;0;0;0;0;0;0;0;0;47;0;0;0;0.0;0.0;0.3;5;0;31;47;66.0;7;29;0;1;0
Manchester United vs. Galatasaray;Manchester Utd;Sofyan Amrabat;4;ma MAR;LB;27-043;88;0;0;0;0;1;1;0;0;64;0;2;4;0.1;0.1;0.1;3;0;39;54;72.2;2;29;1;0;0
Manchester United vs. Galatasaray;Manchester Utd;Anthony Martial;9;fr FRA;LB;27-302;2;0;0;0;0;0;0;0;0;1;0;0;0;0.0;0.0;0.0;0;0;1;1;100.0;0;0;0;0;0
Manchester United vs. Galatasaray;Manchester Utd;Victor Lindelöf;2;se SWE;CB;29-078;90;0;0;0;0;0;0;0;0;56;0;0;3;0.0;0.0;0.0;0;0;40;47;85.1;5;23;1;1;0
Manchester United vs. Galatasaray;Manchester Utd;Raphaël Varane;19;fr FRA;CB;30-161;90;0;0;0;0;0;0;0;0;53;2;2;1;0.0;0.0;0.0;0;0;37;44;84.1;2;32;0;1;0
Manchester United vs. Galatasaray;Manchester Utd;Diogo Dalot;20;pt POR;RB;24-199;90;0;0;0;0;0;0;1;0;61;2;0;2;0.0;0.0;0.0;2;0;39;50;78.0;0;34;3;3;0
Manchester United vs. Galatasaray;Manchester Utd;André Onana;24;cm CMR;GK;27-184;90;0;0;0;0;0;0;0;0;44;0;0;0;0.0;0.0;0.0;0;0;26;42;61.9;0;33;0;0;0
Manchester United vs. Galatasaray;Galatasaray;Mauro Icardi;9;ar ARG;FW;30-226;90;1;0;0;1;3;2;0;0;27;1;0;0;1.5;0.7;0.0;1;1;11;17;64.7;1;15;1;0;0
Manchester United vs. Galatasaray;Galatasaray;Wilfried Zaha;14;ci CIV;LW;30-327;71;1;0;0;0;1;1;0;0;30;0;1;3;0.1;0.1;0.1;2;0;12;18;66.7;3;24;2;4;1
Manchester United vs. Galatasaray;Galatasaray;Dries Mertens;10;be BEL;AM;36-150;19;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.1;3;0;6;8;75.0;1;8;1;0;0
Manchester United vs. Galatasaray;Galatasaray;Tetê;20;br BRA;RW;23-230;60;0;0;0;0;1;0;0;0;30;0;2;1;0.0;0.0;0.0;2;0;14;22;63.6;2;19;1;0;0
Manchester United vs. Galatasaray;Galatasaray;Barış Alper Yılmaz;53;tr TUR;RW;23-133;30;0;1;0;0;0;0;0;0;11;0;0;0;0.0;0.0;0.5;3;1;7;9;77.8;1;9;3;0;0
Manchester United vs. Galatasaray;Galatasaray;Kerem Aktürkoğlu;7;tr TUR;AM,LW;24-347;90;1;0;0;0;4;1;0;0;40;2;0;0;0.8;0.8;0.0;1;0;14;23;60.9;1;28;4;2;0
Manchester United vs. Galatasaray;Galatasaray;Lucas Torreira;34;uy URU;DM;27-234;60;0;0;0;0;0;0;1;0;34;3;2;0;0.0;0.0;0.0;0;0;17;27;63.0;2;15;0;0;0
Manchester United vs. Galatasaray;Galatasaray;Sérgio Oliveira;27;pt POR;DM;31-123;30;0;0;0;0;1;0;1;0;21;1;0;1;0.0;0.0;0.0;2;0;10;17;58.8;1;11;0;0;0
Manchester United vs. Galatasaray;Galatasaray;Kaan Ayhan;23;tr TUR;DM;28-327;83;0;0;0;0;1;0;0;0;40;4;4;1;0.0;0.0;0.1;2;0;13;27;48.1;0;18;0;2;1
