Game;Team;Player;#;Nation;Pos;Age;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Att;Succ
Benfica vs. Red Bull Salzburg;RB Salzburg;Aleksa Terzić;3;rs SRB;LB;24-034;90;0;0;0;0;1;0;0;0;61;1;2;0;0.0;0.0;0.0;2;0;28;49;57.1;0;38;4;2;0
Benfica vs. Red Bull Salzburg;RB Salzburg;Strahinja Pavlović;31;rs SRB;CB;22-119;88;0;0;0;0;0;0;0;0;43;5;0;0;0.0;0.0;0.0;1;0;30;34;88.2;2;27;0;0;0
Benfica vs. Red Bull Salzburg;RB Salzburg;Kamil Piątkowski;4;pl POL;CB;23-091;2;0;0;0;0;0;0;0;0;9;0;1;0;0.0;0.0;0.0;0;0;4;5;80.0;1;3;0;1;0
Benfica vs. Red Bull Salzburg;RB Salzburg;Samson Baidoo;6;at AUT;CB;19-173;71;0;0;0;0;0;0;1;0;45;3;0;2;0.0;0.0;0.0;1;0;30;39;76.9;0;34;0;0;0
Benfica vs. Red Bull Salzburg;RB Salzburg;Oumar Solet;22;fr FRA;CB;23-225;19;0;0;0;0;0;0;0;0;15;2;1;0;0.0;0.0;0.0;0;0;12;12;100.0;0;9;0;0;0
Benfica vs. Red Bull Salzburg;RB Salzburg;Amar Dedić;70;ba BIH;RB;21-033;90;0;0;0;0;2;1;0;0;59;0;0;2;0.1;0.1;0.0;2;0;36;44;81.8;3;38;2;1;0
Benfica vs. Red Bull Salzburg;RB Salzburg;Alexander Schlager;24;at AUT;GK;27-231;90;0;0;0;0;0;0;0;0;38;0;0;0;0.0;0.0;0.0;0;0;23;34;67.6;0;25;0;0;0
Sevilla vs. Arsenal;Sevilla;Youssef En-Nesyri;15;ma MAR;FW;26-145;90;0;0;0;0;2;1;0;0;12;0;0;1;0.1;0.1;0.0;0;0;4;4;100.0;0;7;1;2;0
Sevilla vs. Arsenal;Sevilla;Lucas Ocampos;5;ar ARG;LW;29-105;90;0;0;0;0;3;0;0;0;56;0;0;0;0.2;0.2;0.2;3;0;28;42;66.7;5;30;4;7;5
Sevilla vs. Arsenal;Sevilla;Dodi Lukebakio;11;be BEL;RW;26-030;56;0;0;0;0;0;0;0;0;24;0;0;0;0.0;0.0;0.0;1;0;18;22;81.8;2;14;3;0;0
Sevilla vs. Arsenal;Sevilla;Érik Lamela;17;ar ARG;RW;31-234;34;0;0;0;0;0;0;1;0;19;2;0;1;0.0;0.0;0.0;0;0;14;16;87.5;2;14;1;1;0
Sevilla vs. Arsenal;Sevilla;Ivan Rakitić;10;hr CRO;AM;35-228;90;0;1;0;0;0;0;0;0;81;0;0;1;0.0;0.0;0.3;8;1;57;75;76.0;9;46;1;0;0
Sevilla vs. Arsenal;Sevilla;Djibril Sow;18;ch SUI;DM;26-260;56;0;0;0;0;0;0;0;0;25;0;0;0;0.0;0.0;0.0;0;0;21;23;91.3;1;16;0;0;0
Sevilla vs. Arsenal;Sevilla;Mariano;12;do DOM;DM;30-084;34;0;0;0;0;1;0;1;0;9;0;0;0;0.1;0.1;0.0;0;0;3;7;42.9;0;5;1;0;0
Sevilla vs. Arsenal;Sevilla;Boubakary Soumaré;24;fr FRA;DM;24-239;90;0;0;0;0;0;0;0;0;73;4;0;2;0.0;0.0;0.0;2;0;60;63;95.2;7;34;3;3;3
Sevilla vs. Arsenal;Sevilla;Marcos Acuña;19;ar ARG;LB;31-361;90;0;0;0;0;1;0;0;0;57;1;0;1;0.0;0.0;0.0;0;0;35;51;68.6;3;31;2;3;1
Sevilla vs. Arsenal;Sevilla;Sergio Ramos;4;es ESP;CB;37-208;90;0;0;0;0;2;0;0;0;105;1;1;2;0.1;0.1;0.0;1;0;83;94;88.3;3;60;0;1;1
Sevilla vs. Arsenal;Sevilla;Nemanja Gudelj;6;rs SRB;CB;31-342;90;1;0;0;0;2;1;0;0;83;2;2;0;0.2;0.2;0.0;1;1;64;72;88.9;8;58;2;0;0
Sevilla vs. Arsenal;Sevilla;Jesús Navas;16;es ESP;RB;37-337;78;0;0;0;0;0;0;0;0;55;1;1;1;0.0;0.0;0.1;2;0;32;51;62.7;3;25;4;0;0
Sevilla vs. Arsenal;Sevilla;Juanlu Sánchez;26;es ESP;RB;20-070;12;0;0;0;0;0;0;0;0;24;0;0;2;0.0;0.0;0.0;0;0;13;20;65.0;2;13;2;2;1
Sevilla vs. Arsenal;Sevilla;Ørjan Nyland;13;no NOR;GK;33-044;90;0;0;0;0;0;0;0;0;52;0;0;0;0.0;0.0;0.0;0;0;44;51;86.3;0;28;0;0;0
Sevilla vs. Arsenal;Arsenal;Gabriel Jesus;9;br BRA;FW;26-204;80;1;1;0;0;4;2;0;0;36;2;0;1;0.2;0.2;1.4;4;1;22;24;91.7;2;23;2;2;0
Sevilla vs. Arsenal;Arsenal;Eddie Nketiah;14;eng ENG;FW;24-147;10;0;0;0;0;0;0;0;0;4;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;0;3;1;0;0
Sevilla vs. Arsenal;Arsenal;Gabriel Martinelli;11;br BRA;LW,RW;22-128;89;1;0;0;0;2;2;0;0;56;1;2;3;1.4;1.4;0.3;6;1;32;39;82.1;3;37;5;5;3
Sevilla vs. Arsenal;Arsenal;Jakub Kiwior;15;pl POL;CB;23-251;1;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;1;2;50.0;1;1;0;0;0
Sevilla vs. Arsenal;Arsenal;Bukayo Saka;7;eng ENG;RW;22-049;80;0;0;0;0;2;0;0;0;38;4;0;3;0.0;0.0;0.2;6;0;17;22;77.3;0;25;7;4;1
Sevilla vs. Arsenal;Arsenal;Leandro Trossard;19;be BEL;LW,LM;28-324;10;0;0;0;0;0;0;0;0;6;0;1;0;0.0;0.0;0.0;0;0;0;3;0.0;0;4;1;2;1
Sevilla vs. Arsenal;Arsenal;Declan Rice;41;eng ENG;LM,CM;24-283;90;0;1;0;0;0;0;0;0;59;2;1;1;0.0;0.0;0.1;4;1;37;49;75.5;10;34;4;4;3
Sevilla vs. Arsenal;Arsenal;Jorginho;20;it ITA;CM;31-308;90;0;0;0;0;0;0;1;0;63;1;1;0;0.0;0.0;0.0;0;0;52;55;94.5;4;46;0;0;0
Sevilla vs. Arsenal;Arsenal;Martin Ødegaard;8;no NOR;RM;24-311;72;0;0;0;0;3;0;0;0;29;1;0;0;0.2;0.2;0.0;1;0;17;19;89.5;4;21;2;0;0
Sevilla vs. Arsenal;Arsenal;Kai Havertz;29;de GER;RM;24-135;18;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;0;0;7;8;87.5;2;4;0;0;0
Sevilla vs. Arsenal;Arsenal;Takehiro Tomiyasu;18;jp JPN;LB;24-353;90;0;0;0;0;1;0;0;0;56;0;1;2;0.0;0.0;0.0;2;0;30;44;68.2;7;27;4;0;0
Sevilla vs. Arsenal;Arsenal;Gabriel Dos Santos;6;br BRA;CB;25-309;90;0;0;0;0;0;0;0;0;49;1;1;0;0.0;0.0;0.0;1;0;39;45;86.7;2;34;0;0;0
Sevilla vs. Arsenal;Arsenal;William Saliba;2;fr FRA;CB;22-214;90;0;0;0;0;1;0;0;0;64;1;0;0;0.1;0.1;0.0;0;0;46;55;83.6;2;42;1;0;0
Sevilla vs. Arsenal;Arsenal;Ben White;4;eng ENG;RB;26-016;90;0;0;0;0;1;0;0;0;51;1;0;3;0.0;0.0;0.0;2;1;30;44;68.2;4;26;1;0;0
Sevilla vs. Arsenal;Arsenal;David Raya;22;es ESP;GK;28-039;90;0;0;0;0;0;0;0;0;41;0;0;0;0.0;0.0;0.0;0;0;26;40;65.0;0;29;0;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Loïs Openda;17;be BEL;FW;23-251;81;0;0;0;0;4;1;0;0;26;0;0;0;0.4;0.4;0.1;2;0;12;17;70.6;2;22;4;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Benjamin Šeško;30;si SVN;FW;20-147;9;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;0;2;0;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Yussuf Poulsen;9;dk DEN;FW;29-132;81;0;0;0;0;1;1;0;0;23;1;0;0;0.1;0.1;0.4;3;0;12;17;70.6;2;17;2;2;1
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Timo Werner;11;de GER;FW;27-233;9;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;0;0;3;8;37.5;0;10;1;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Xavi Simons;20;nl NED;LM;20-187;74;1;1;0;0;5;3;0;0;48;0;1;0;0.6;0.6;0.2;8;1;28;37;75.7;4;37;2;3;1
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Dani Olmo;7;es ESP;LM;25-171;16;1;0;0;0;1;1;0;0;18;0;0;0;0.4;0.4;0.0;2;0;12;14;85.7;3;13;2;1;1
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Xaver Schlager;24;at AUT;CM;26-027;90;0;0;0;0;1;0;0;0;78;2;0;2;0.0;0.0;0.1;7;1;58;66;87.9;8;48;6;3;1
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Kevin Kampl;44;si SVN;CM;33-016;90;0;0;0;0;2;1;0;0;89;3;0;1;0.0;0.0;0.0;3;0;75;78;96.2;9;63;4;1;1
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Emil Forsberg;10;se SWE;RM;32-002;57;0;0;0;0;1;0;0;0;23;1;0;0;0.1;0.1;0.2;4;1;14;16;87.5;2;18;0;2;2
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Christoph Baumgartner;14;at AUT;RM;24-085;33;0;0;0;0;5;0;0;0;31;1;0;0;0.8;0.8;0.0;3;1;14;20;70.0;3;24;2;3;1
RB Leipzig vs. Red Star Belgrade;RB Leipzig;David Raum;22;de GER;LB;25-186;90;1;1;0;0;2;2;0;0;91;1;0;1;0.2;0.2;0.8;8;1;65;83;78.3;5;59;3;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Castello Lukeba;23;fr FRA;CB;20-312;90;0;0;0;0;1;1;0;0;85;5;1;0;0.1;0.1;0.0;1;0;68;70;97.1;4;57;3;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Mohamed Simakan;2;fr FRA;CB,RB;23-175;90;0;0;0;0;3;0;0;0;74;1;0;0;0.5;0.5;0.0;5;0;59;64;92.2;2;50;2;1;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Benjamin Henrichs;39;de GER;RB;26-244;57;0;0;0;0;1;0;1;0;49;2;0;2;0.1;0.1;0.0;2;0;34;44;77.3;2;30;1;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Lukas Klostermann;16;de GER;CB;27-144;33;0;0;0;0;0;0;0;0;20;1;0;1;0.0;0.0;0.0;1;0;15;15;100.0;1;12;1;0;0
RB Leipzig vs. Red Star Belgrade;RB Leipzig;Janis Blaswich;21;de GER;GK;32-176;90;0;0;0;0;0;0;0;0;52;0;0;0;0.0;0.0;0.0;0;0;45;51;88.2;0;26;0;0;0
RB Leipzig vs. Red Star Belgrade;Red Star;Peter Olayinka;14;ng NGA;FW;27-341;45;0;0;0;0;0;0;0;0;14;1;0;0;0.0;0.0;0.0;0;0;2;4;50.0;0;9;1;1;0
RB Leipzig vs. Red Star Belgrade;Red Star;Osman Bukari;30;gh GHA;FW;24-316;45;0;0;0;0;2;0;0;0;21;1;0;0;0.1;0.1;0.0;1;0;11;16;68.8;2;17;2;3;2
RB Leipzig vs. Red Star Belgrade;Red Star;Cherif Ndiaye;9;sn SEN;FW;27-275;64;0;0;0;0;0;0;0;0;26;0;0;0;0.0;0.0;0.1;2;0;15;16;93.8;3;15;1;4;0
RB Leipzig vs. Red Star Belgrade;Red Star;Jovan Mijatović;22;rs SRB;FW;18-106;26;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;1;0;6;6;100.0;2;5;0;1;1
RB Leipzig vs. Red Star Belgrade;Red Star;Mirko Ivanić;4;me MNE;CM;30-042;90;0;0;0;0;3;1;0;0;37;1;0;3;0.1;0.1;0.0;2;0;19;27;70.4;4;26;2;2;0
RB Leipzig vs. Red Star Belgrade;Red Star;Hwang In-beom;66;kr KOR;CM;27-035;90;0;0;0;0;2;0;1;0;60;5;2;4;0.0;0.0;0.0;4;0;35;45;77.8;2;31;2;1;0
RB Leipzig vs. Red Star Belgrade;Red Star;Marko Stamenic;6;nz NZL;CM;21-248;80;1;0;0;0;1;1;1;0;30;1;0;3;0.5;0.5;0.0;1;0;13;21;61.9;0;12;1;0;0
RB Leipzig vs. Red Star Belgrade;Red Star;Aleksandar Katai;10;rs SRB;CM;32-261;10;0;0;0;0;1;1;0;0;4;0;0;0;0.0;0.0;0.0;0;0;0;1;0.0;0;4;0;0;0
RB Leipzig vs. Red Star Belgrade;Red Star;Stefan Mitrović;80;rs SRB;WB;21-071;64;0;0;0;0;3;0;0;0;28;0;1;0;0.1;0.1;0.0;3;0;17;22;77.3;3;21;3;4;1
RB Leipzig vs. Red Star Belgrade;Red Star;Vladimir Lučić;37;rs SRB;WB;21-119;26;0;0;0;0;0;0;0;0;21;0;0;1;0.0;0.0;0.1;4;0;14;17;82.4;2;13;2;3;2
RB Leipzig vs. Red Star Belgrade;Red Star;Srđan Mijailović;33;rs SRB;WB,CB;29-349;90;0;0;0;0;1;0;0;0;48;2;5;3;0.0;0.0;0.0;1;0;22;34;64.7;1;18;0;0;0
RB Leipzig vs. Red Star Belgrade;Red Star;Milan Rodić;23;rs SRB;CB;32-206;64;0;0;0;0;1;1;1;0;33;2;0;0;0.0;0.0;0.0;0;0;22;26;84.6;2;9;1;0;0
RB Leipzig vs. Red Star Belgrade;Red Star;Kosta Nedeljković;2;rs SRB;WB,CB;17-313;26;0;0;0;0;1;0;0;0;15;0;0;1;0.0;0.0;0.1;2;0;7;12;58.3;1;8;0;0;0
RB Leipzig vs. Red Star Belgrade;Red Star;Aleksandar Dragović;15;at AUT;CB;32-233;90;0;0;0;0;1;0;0;0;49;1;2;5;0.0;0.0;0.0;3;1;32;33;97.0;7;22;2;0;0
RB Leipzig vs. Red Star Belgrade;Red Star;Nasser Djiga;24;bf BFA;CB;20-344;90;0;0;0;0;0;0;1;0;37;1;3;1;0.0;0.0;0.0;0;0;22;25;88.0;0;20;0;1;1
RB Leipzig vs. Red Star Belgrade;Red Star;Omri Glazer;18;il ISR;GK;27-228;90;0;0;0;0;0;0;0;0;30;0;0;0;0.0;0.0;0.0;0;0;18;23;78.3;0;10;0;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Harry Kane;9;eng ENG;FW;30-103;90;2;0;0;0;5;3;0;0;39;0;0;0;1.6;1.6;0.0;3;1;18;28;64.3;6;24;0;1;0
Bayern Munich vs. Galatasaray;Bayern Munich;Leroy Sané;10;de GER;LW;27-301;71;0;0;0;0;2;1;0;0;47;0;0;1;0.3;0.3;0.1;3;0;26;39;66.7;3;34;3;4;2
Bayern Munich vs. Galatasaray;Bayern Munich;Mathys Tel;39;fr FRA;LW;18-195;19;0;1;0;0;0;0;0;0;13;1;0;1;0.0;0.0;0.4;1;1;7;8;87.5;1;10;0;3;2
Bayern Munich vs. Galatasaray;Bayern Munich;Kingsley Coman;11;fr FRA;RW;27-148;86;0;0;0;0;2;0;0;0;61;0;0;2;0.1;0.1;0.2;6;0;40;51;78.4;6;47;7;3;0
Bayern Munich vs. Galatasaray;Bayern Munich;Serge Gnabry;7;de GER;RW;28-117;4;0;0;0;0;0;0;0;0;8;1;0;1;0.0;0.0;0.2;1;0;3;3;100.0;1;5;0;1;0
Bayern Munich vs. Galatasaray;Bayern Munich;Jamal Musiala;42;de GER;AM;20-255;39;0;0;0;0;1;0;0;0;21;0;1;0;0.0;0.0;0.0;1;0;17;18;94.4;3;16;4;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Thomas Müller;25;de GER;AM;34-056;51;0;0;0;0;1;0;0;0;27;1;0;0;0.2;0.2;0.0;2;1;18;23;78.3;3;17;0;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Joshua Kimmich;6;de GER;DM;28-273;90;0;1;0;0;1;0;0;0;109;3;2;0;0.1;0.1;0.4;5;1;92;103;89.3;14;57;0;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Leon Goretzka;8;de GER;DM,CB;28-275;90;0;0;0;0;1;0;0;0;61;1;3;0;0.1;0.1;1.1;4;0;44;50;88.0;4;34;4;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Alphonso Davies;19;ca CAN;LB;23-006;90;0;0;0;0;0;0;1;0;85;1;0;2;0.0;0.0;0.0;1;0;68;77;88.3;1;48;3;8;5
Bayern Munich vs. Galatasaray;Bayern Munich;Kim Min-jae;3;kr KOR;CB;26-358;90;0;0;0;0;0;0;0;0;70;1;1;0;0.0;0.0;0.0;0;0;56;61;91.8;2;33;0;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Dayot Upamecano;2;fr FRA;CB;25-012;71;0;0;0;0;3;0;0;0;54;1;1;0;0.2;0.2;0.0;1;0;45;48;93.8;3;32;1;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Konrad Laimer;27;at AUT;DM;26-165;19;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;1;0;5;7;71.4;0;3;1;0;0
Bayern Munich vs. Galatasaray;Bayern Munich;Noussair Mazraoui;40;ma MAR;RB;25-359;90;0;0;0;0;0;0;0;0;64;3;2;1;0.0;0.0;0.0;0;0;44;53;83.0;5;25;1;2;1
Bayern Munich vs. Galatasaray;Bayern Munich;Manuel Neuer;1;de GER;GK;37-226;90;0;0;0;0;0;0;0;0;48;0;0;0;0.0;0.0;0.0;0;0;40;46;87.0;0;30;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Mauro Icardi;9;ar ARG;FW;30-262;68;0;0;0;0;1;1;0;0;13;0;0;0;0.2;0.2;0.0;1;0;4;11;36.4;0;9;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Tetê;20;br BRA;RW;23-266;22;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.0;0;0;6;8;75.0;1;6;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Wilfried Zaha;14;ci CIV;LW;30-363;78;0;0;0;0;1;0;0;0;28;3;0;1;0.2;0.2;0.0;0;0;13;16;81.3;1;20;2;3;1
Bayern Munich vs. Galatasaray;Galatasaray;Cédric Bakambu;94;cd COD;FW;32-211;12;1;0;0;0;1;1;1;0;6;0;0;0;0.2;0.2;0.0;0;0;4;4;100.0;0;4;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Hakim Ziyech;22;ma MAR;RW;30-234;57;0;0;0;0;1;0;0;0;33;1;0;1;0.0;0.0;0.2;1;0;13;23;56.5;4;27;1;3;1
Bayern Munich vs. Galatasaray;Galatasaray;Barış Alper Yılmaz;53;tr TUR;LW,RW,FW;23-169;33;0;0;0;0;1;0;0;0;11;1;1;0;0.1;0.1;0.0;1;0;3;6;50.0;0;6;0;1;0
Bayern Munich vs. Galatasaray;Galatasaray;Kerem Aktürkoğlu;7;tr TUR;AM;25-018;90;0;0;0;0;0;0;0;0;33;1;1;1;0.0;0.0;0.1;2;0;16;18;88.9;0;24;1;4;0
Bayern Munich vs. Galatasaray;Galatasaray;Lucas Torreira;34;uy URU;DM;27-270;90;0;0;0;0;0;0;0;0;52;2;2;2;0.0;0.0;0.0;1;0;40;44;90.9;7;34;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Kaan Ayhan;23;tr TUR;DM;28-363;68;0;0;0;0;0;0;0;0;36;2;2;1;0.0;0.0;0.0;1;0;23;28;82.1;4;27;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Sérgio Oliveira;27;pt POR;DM;31-159;22;0;1;0;0;0;0;0;0;16;1;0;2;0.0;0.0;0.2;1;1;9;12;75.0;2;7;0;1;1
Bayern Munich vs. Galatasaray;Galatasaray;Angeliño;3;es ESP;LB;26-308;77;0;0;0;0;0;0;0;0;53;2;1;1;0.0;0.0;0.0;2;0;31;45;68.9;2;29;1;2;1
Bayern Munich vs. Galatasaray;Galatasaray;Victor Nelsson;25;dk DEN;CB,LB;25-025;13;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.0;0;0;3;7;42.9;1;4;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Abdülkerim Bardakcı;42;tr TUR;CB,LB;29-062;90;0;0;0;0;0;0;1;0;60;1;4;0;0.0;0.0;0.0;0;0;38;48;79.2;1;34;0;1;1
Bayern Munich vs. Galatasaray;Galatasaray;Davinson Sánchez;6;co COL;CB;27-149;90;0;0;0;0;1;0;0;0;50;0;1;1;0.0;0.0;0.0;0;0;30;40;75.0;2;33;0;0;0
Bayern Munich vs. Galatasaray;Galatasaray;Sacha Boey;93;fr FRA;RB;23-056;90;0;0;0;0;0;0;0;0;55;1;0;2;0.0;0.0;0.0;0;0;37;43;86.0;4;31;1;3;2
Bayern Munich vs. Galatasaray;Galatasaray;Fernando Muslera;1;uy URU;GK;37-145;90;0;0;0;0;0;0;0;0;40;1;0;0;0.0;0.0;0.0;0;0;28;37;75.7;0;26;0;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Erling Haaland;9;no NOR;FW;23-060;90;0;1;0;0;6;2;0;0;14;0;0;0;1.2;1.2;0.6;2;1;6;7;85.7;1;6;0;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Phil Foden;47;eng ENG;LW,RW;23-114;82;0;1;0;0;5;1;0;0;74;0;0;1;0.9;0.9;0.5;6;1;58;63;92.1;9;38;4;3;2
Manchester City vs. Red Star Belgrade;Manchester City;Oscar Bobb;52;no NOR;RW;20-069;8;0;0;0;0;1;1;0;0;12;1;0;0;0.0;0.0;0.0;2;0;7;8;87.5;1;9;0;1;0
Manchester City vs. Red Star Belgrade;Manchester City;Bernardo Silva;20;pt POR;RW;29-040;43;0;0;0;0;3;1;0;0;38;2;0;2;0.2;0.2;0.0;4;0;25;30;83.3;3;24;2;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Jeremy Doku;11;be BEL;LW,RW;21-115;47;0;0;0;0;2;1;0;0;39;1;0;2;0.1;0.1;0.0;3;1;24;29;82.8;2;25;7;6;4
Manchester City vs. Red Star Belgrade;Manchester City;Julián Álvarez;19;ar ARG;AM;23-231;90;2;0;0;0;8;5;0;0;82;2;0;0;1.1;1.1;0.4;14;1;57;66;86.4;7;56;7;3;3
Manchester City vs. Red Star Belgrade;Manchester City;Rodri;16;es ESP;DM;27-089;82;1;0;0;0;5;2;1;0;112;2;0;0;0.3;0.3;0.0;5;0;92;103;89.3;18;82;6;4;3
Manchester City vs. Red Star Belgrade;Manchester City;Kalvin Phillips;4;eng ENG;DM;27-291;8;0;0;0;0;0;0;0;0;8;0;0;0;0.0;0.0;0.0;0;0;7;8;87.5;1;7;0;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Matheus Nunes;27;pt POR;DM;25-023;90;0;0;0;0;2;1;0;0;106;1;1;0;0.1;0.1;0.6;8;1;90;93;96.8;10;69;8;8;2
Manchester City vs. Red Star Belgrade;Manchester City;Sergio Gómez;21;es ESP;LB;23-015;57;0;0;0;0;1;0;0;0;64;1;0;0;0.0;0.0;0.8;8;0;49;60;81.7;4;36;3;1;0
Manchester City vs. Red Star Belgrade;Manchester City;Manuel Akanji;25;ch SUI;CB;28-062;33;0;0;0;0;0;0;0;0;25;0;0;0;0.0;0.0;0.0;0;0;24;24;100.0;4;15;1;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Nathan Aké;6;nl NED;CB,LB;28-213;90;0;0;0;0;2;2;0;0;103;1;0;0;0.1;0.1;0.0;9;1;91;97;93.8;12;71;3;1;1
Manchester City vs. Red Star Belgrade;Manchester City;Rúben Dias;3;pt POR;CB;26-128;82;0;0;0;0;1;0;1;0;89;1;2;0;0.1;0.1;0.0;1;0;78;84;92.9;12;64;4;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Rico Lewis;82;eng ENG;RB;18-302;8;0;0;0;0;0;0;0;0;9;0;0;1;0.0;0.0;0.0;0;0;6;8;75.0;1;5;0;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Kyle Walker;2;eng ENG;RB,CB;33-114;90;0;0;0;0;1;0;0;0;75;2;0;0;0.0;0.0;0.3;6;0;65;72;90.3;5;49;2;0;0
Manchester City vs. Red Star Belgrade;Manchester City;Ederson;31;br BRA;GK;30-033;90;0;0;0;0;0;0;0;0;32;0;0;0;0.0;0.0;0.0;0;0;30;30;100.0;0;21;0;1;0
Manchester City vs. Red Star Belgrade;Red Star;Cherif Ndiaye;9;sn SEN;FW;27-239;67;0;0;0;0;0;0;0;0;23;2;1;0;0.0;0.0;0.0;0;0;7;10;70.0;1;10;0;2;1
Manchester City vs. Red Star Belgrade;Red Star;Jean-Philippe Krasso;17;ci CIV;FW;26-064;23;0;0;0;0;0;0;0;0;14;2;0;1;0.0;0.0;0.0;0;0;5;9;55.6;0;6;2;2;0
Manchester City vs. Red Star Belgrade;Red Star;Osman Bukari;30;gh GHA;FW;24-280;81;1;0;0;0;1;1;0;0;30;0;1;0;0.5;0.5;0.2;1;0;8;16;50.0;2;18;4;4;1
Manchester City vs. Red Star Belgrade;Red Star;Miloš Degenek;3;au AUS;FW;29-144;9;0;0;0;0;0;0;0;0;1;0;0;0;0.0;0.0;0.0;0;0;0;0;;0;0;0;0;0
Manchester City vs. Red Star Belgrade;Red Star;Mirko Ivanić;4;me MNE;CM;30-006;67;0;1;0;0;1;0;0;0;17;1;2;0;0.1;0.1;0.5;1;1;7;8;87.5;3;7;0;0;0
Manchester City vs. Red Star Belgrade;Red Star;Peter Olayinka;14;ng NGA;CM;27-305;23;0;0;0;0;0;0;0;0;10;0;0;0;0.0;0.0;0.0;0;0;5;7;71.4;2;6;2;1;0
Manchester City vs. Red Star Belgrade;Red Star;Marko Stamenic;6;nz NZL;CM;21-212;90;0;0;0;0;0;0;1;0;29;2;1;1;0.0;0.0;0.0;0;0;18;19;94.7;2;15;0;1;0
Manchester City vs. Red Star Belgrade;Red Star;Hwang In-beom;66;kr KOR;CM;26-364;81;0;0;0;0;1;1;0;0;31;2;0;1;0.2;0.2;0.0;2;1;19;26;73.1;1;20;0;1;1
Manchester City vs. Red Star Belgrade;Red Star;Kings Kangwa;20;zm ZAM;CM;24-166;9;0;0;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.0;0;0;8;9;88.9;2;7;0;1;0
Manchester City vs. Red Star Belgrade;Red Star;Stefan Mitrović;80;rs SRB;LB;21-035;76;0;0;0;0;0;0;0;0;27;0;0;4;0.0;0.0;0.0;0;0;9;16;56.3;1;13;1;4;1
Manchester City vs. Red Star Belgrade;Red Star;Vladimir Lučić;37;rs SRB;LB;21-083;14;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;0;0;5;6;83.3;0;5;1;2;1
Manchester City vs. Red Star Belgrade;Red Star;Milan Rodić;23;rs SRB;CB;32-170;90;0;0;0;0;0;0;1;0;25;2;1;1;0.0;0.0;0.0;0;0;10;16;62.5;1;10;2;0;0
Manchester City vs. Red Star Belgrade;Red Star;Aleksandar Dragović;15;at AUT;CB;32-197;90;0;0;0;0;0;0;0;0;36;1;0;1;0.0;0.0;0.0;0;0;24;26;92.3;1;12;0;0;0
